#-------------
# Summary
# TF=0.001
# DM: T(decouple)~= 138.85569975532263 | T(decay)~= None | Omega h^2 (@TF) = 20.1
# 
# Mediator: T(decouple)~= 27.405431239639892 | T(decay)~= 0.682954887726271 | Omega h^2 (@decay) = 2.27e-34
# 
# Delta Neff (T = 0.001) = 0 
#-------------
#--------------
#      x            T            R            S           n_DM        rho_DM     n_Mediator  rho_Mediator
 1.0469E-01   9.0068E+03   1.1104E+00   4.6387E+13   1.3348E+11   3.7895E+15   5.3393E+11   1.2992E+16 
 1.0807E-01   8.9763E+03   1.1141E+00   4.6387E+13   1.3213E+11   3.7385E+15   5.2853E+11   1.2818E+16 
 1.1145E-01   8.9459E+03   1.1179E+00   4.6387E+13   1.3079E+11   3.6881E+15   5.2317E+11   1.2645E+16 
 1.1482E-01   8.9154E+03   1.1217E+00   4.6387E+13   1.2946E+11   3.6383E+15   5.1785E+11   1.2474E+16 
 1.1820E-01   8.8856E+03   1.1255E+00   4.6387E+13   1.2817E+11   3.5898E+15   5.1267E+11   1.2308E+16 
 1.2158E-01   8.8559E+03   1.1293E+00   4.6387E+13   1.2688E+11   3.5419E+15   5.0754E+11   1.2143E+16 
 1.2495E-01   8.8261E+03   1.1331E+00   4.6387E+13   1.2561E+11   3.4945E+15   5.0244E+11   1.1981E+16 
 1.2833E-01   8.7964E+03   1.1369E+00   4.6387E+13   1.2434E+11   3.4476E+15   4.9738E+11   1.1820E+16 
 1.3171E-01   8.7666E+03   1.1408E+00   4.6387E+13   1.2309E+11   3.4012E+15   4.9235E+11   1.1661E+16 
 1.3509E-01   8.7369E+03   1.1446E+00   4.6387E+13   1.2184E+11   3.3553E+15   4.8735E+11   1.1504E+16 
 1.3846E-01   8.7072E+03   1.1485E+00   4.6387E+13   1.2060E+11   3.3100E+15   4.8240E+11   1.1349E+16 
 1.4184E-01   8.6781E+03   1.1524E+00   4.6387E+13   1.1940E+11   3.2659E+15   4.7758E+11   1.1197E+16 
 1.4522E-01   8.6490E+03   1.1563E+00   4.6387E+13   1.1820E+11   3.2223E+15   4.7280E+11   1.1048E+16 
 1.4859E-01   8.6199E+03   1.1602E+00   4.6387E+13   1.1701E+11   3.1792E+15   4.6804E+11   1.0900E+16 
 1.5197E-01   8.5908E+03   1.1641E+00   4.6387E+13   1.1583E+11   3.1365E+15   4.6332E+11   1.0754E+16 
 1.5535E-01   8.5618E+03   1.1681E+00   4.6387E+13   1.1466E+11   3.0943E+15   4.5863E+11   1.0609E+16 
 1.5873E-01   8.5327E+03   1.1720E+00   4.6387E+13   1.1349E+11   3.0525E+15   4.5398E+11   1.0466E+16 
 1.6210E-01   8.5038E+03   1.1760E+00   4.6387E+13   1.1235E+11   3.0114E+15   4.4938E+11   1.0325E+16 
 1.6548E-01   8.4754E+03   1.1800E+00   4.6387E+13   1.1122E+11   2.9713E+15   4.4489E+11   1.0187E+16 
 1.6886E-01   8.4470E+03   1.1840E+00   4.6387E+13   1.1011E+11   2.9316E+15   4.4043E+11   1.0051E+16 
 1.7223E-01   8.4185E+03   1.1880E+00   4.6387E+13   1.0900E+11   2.8923E+15   4.3600E+11   9.9166E+15 
 1.7561E-01   8.3901E+03   1.1920E+00   4.6387E+13   1.0790E+11   2.8535E+15   4.3160E+11   9.7834E+15 
 1.7899E-01   8.3617E+03   1.1960E+00   4.6387E+13   1.0681E+11   2.8151E+15   4.2723E+11   9.6517E+15 
 1.8237E-01   8.3333E+03   1.2001E+00   4.6387E+13   1.0572E+11   2.7771E+15   4.2289E+11   9.5214E+15 
 1.8574E-01   8.3052E+03   1.2041E+00   4.6387E+13   1.0466E+11   2.7398E+15   4.1862E+11   9.3935E+15 
 1.8912E-01   8.2774E+03   1.2082E+00   4.6387E+13   1.0361E+11   2.7032E+15   4.1444E+11   9.2683E+15 
 1.9250E-01   8.2496E+03   1.2123E+00   4.6387E+13   1.0257E+11   2.6671E+15   4.1028E+11   9.1444E+15 
 1.9587E-01   8.2219E+03   1.2164E+00   4.6387E+13   1.0154E+11   2.6314E+15   4.0615E+11   9.0218E+15 
 1.9925E-01   8.1941E+03   1.2205E+00   4.6387E+13   1.0051E+11   2.5960E+15   4.0205E+11   8.9006E+15 
 2.0263E-01   8.1663E+03   1.2246E+00   4.6387E+13   9.9494E+10   2.5610E+15   3.9798E+11   8.7807E+15 
 2.0601E-01   8.1386E+03   1.2288E+00   4.6387E+13   9.8482E+10   2.5265E+15   3.9393E+11   8.6621E+15 
 2.0938E-01   8.1112E+03   1.2329E+00   4.6387E+13   9.7492E+10   2.4926E+15   3.8997E+11   8.5461E+15 
 2.1276E-01   8.0841E+03   1.2371E+00   4.6387E+13   9.6517E+10   2.4594E+15   3.8607E+11   8.4321E+15 
 2.1614E-01   8.0569E+03   1.2413E+00   4.6387E+13   9.5549E+10   2.4265E+15   3.8220E+11   8.3194E+15 
 2.1951E-01   8.0298E+03   1.2455E+00   4.6387E+13   9.4587E+10   2.3940E+15   3.7835E+11   8.2079E+15 
 2.2289E-01   8.0027E+03   1.2497E+00   4.6387E+13   9.3631E+10   2.3618E+15   3.7453E+11   8.0976E+15 
 2.2627E-01   7.9755E+03   1.2539E+00   4.6387E+13   9.2682E+10   2.3300E+15   3.7073E+11   7.9885E+15 
 2.2965E-01   7.9484E+03   1.2582E+00   4.6387E+13   9.1740E+10   2.2985E+15   3.6696E+11   7.8806E+15 
 2.3302E-01   7.9218E+03   1.2624E+00   4.6387E+13   9.0821E+10   2.2678E+15   3.6328E+11   7.7753E+15 
 2.3640E-01   7.8953E+03   1.2667E+00   4.6387E+13   8.9912E+10   2.2375E+15   3.5965E+11   7.6715E+15 
 2.3978E-01   7.8687E+03   1.2710E+00   4.6387E+13   8.9009E+10   2.2076E+15   3.5603E+11   7.5689E+15 
 2.4315E-01   7.8422E+03   1.2753E+00   4.6387E+13   8.8112E+10   2.1780E+15   3.5245E+11   7.4673E+15 
 2.4653E-01   7.8157E+03   1.2796E+00   4.6387E+13   8.7221E+10   2.1487E+15   3.4888E+11   7.3669E+15 
 2.4991E-01   7.7892E+03   1.2839E+00   4.6387E+13   8.6336E+10   2.1197E+15   3.4534E+11   7.2676E+15 
 2.5328E-01   7.7627E+03   1.2883E+00   4.6387E+13   8.5457E+10   2.0911E+15   3.4183E+11   7.1694E+15 
 2.5666E-01   7.7367E+03   1.2926E+00   4.6387E+13   8.4604E+10   2.0632E+15   3.3842E+11   7.0739E+15 
 2.6004E-01   7.7108E+03   1.2970E+00   4.6387E+13   8.3757E+10   2.0357E+15   3.3503E+11   6.9794E+15 
 2.6342E-01   7.6849E+03   1.3014E+00   4.6387E+13   8.2915E+10   2.0084E+15   3.3166E+11   6.8860E+15 
 2.6679E-01   7.6590E+03   1.3058E+00   4.6387E+13   8.2079E+10   1.9815E+15   3.2832E+11   6.7936E+15 
 2.7017E-01   7.6331E+03   1.3102E+00   4.6387E+13   8.1248E+10   1.9548E+15   3.2499E+11   6.7021E+15 
 2.7355E-01   7.6072E+03   1.3146E+00   4.6387E+13   8.0424E+10   1.9284E+15   3.2169E+11   6.6117E+15 
 2.7692E-01   7.5813E+03   1.3191E+00   4.6387E+13   7.9608E+10   1.9024E+15   3.1843E+11   6.5226E+15 
 2.8030E-01   7.5560E+03   1.3235E+00   4.6387E+13   7.8812E+10   1.8771E+15   3.1525E+11   6.4357E+15 
 2.8368E-01   7.5307E+03   1.3280E+00   4.6387E+13   7.8023E+10   1.8520E+15   3.1209E+11   6.3497E+15 
 2.8706E-01   7.5054E+03   1.3325E+00   4.6387E+13   7.7238E+10   1.8272E+15   3.0895E+11   6.2647E+15 
 2.9043E-01   7.4800E+03   1.3370E+00   4.6387E+13   7.6459E+10   1.8027E+15   3.0583E+11   6.1805E+15 
 2.9381E-01   7.4547E+03   1.3415E+00   4.6387E+13   7.5685E+10   1.7784E+15   3.0274E+11   6.0973E+15 
 2.9719E-01   7.4294E+03   1.3461E+00   4.6387E+13   7.4916E+10   1.7544E+15   2.9966E+11   6.0151E+15 
 3.0056E-01   7.4043E+03   1.3506E+00   4.6387E+13   7.4159E+10   1.7308E+15   2.9663E+11   5.9342E+15 
 3.0394E-01   7.3795E+03   1.3552E+00   4.6387E+13   7.3417E+10   1.7077E+15   2.9367E+11   5.8551E+15 
 3.0732E-01   7.3548E+03   1.3598E+00   4.6387E+13   7.2681E+10   1.6849E+15   2.9072E+11   5.7768E+15 
 3.1070E-01   7.3300E+03   1.3644E+00   4.6387E+13   7.1950E+10   1.6623E+15   2.8780E+11   5.6994E+15 
 3.1407E-01   7.3053E+03   1.3690E+00   4.6387E+13   7.1223E+10   1.6400E+15   2.8489E+11   5.6228E+15 
 3.1745E-01   7.2805E+03   1.3736E+00   4.6387E+13   7.0502E+10   1.6179E+15   2.8201E+11   5.5471E+15 
 3.2083E-01   7.2558E+03   1.3783E+00   4.6387E+13   6.9785E+10   1.5961E+15   2.7914E+11   5.4722E+15 
 3.2420E-01   7.2313E+03   1.3829E+00   4.6387E+13   6.9082E+10   1.5747E+15   2.7633E+11   5.3988E+15 
 3.2758E-01   7.2071E+03   1.3876E+00   4.6387E+13   6.8391E+10   1.5537E+15   2.7357E+11   5.3268E+15 
 3.3096E-01   7.1829E+03   1.3923E+00   4.6387E+13   6.7705E+10   1.5329E+15   2.7082E+11   5.2556E+15 
 3.3434E-01   7.1587E+03   1.3970E+00   4.6387E+13   6.7024E+10   1.5123E+15   2.6809E+11   5.1851E+15 
 3.3771E-01   7.1346E+03   1.4017E+00   4.6387E+13   6.6346E+10   1.4920E+15   2.6539E+11   5.1154E+15 
 3.4109E-01   7.1104E+03   1.4065E+00   4.6387E+13   6.5674E+10   1.4719E+15   2.6270E+11   5.0465E+15 
 3.4447E-01   7.0862E+03   1.4112E+00   4.6387E+13   6.5006E+10   1.4520E+15   2.6002E+11   4.9784E+15 
 3.4784E-01   7.0615E+03   1.4160E+00   4.6387E+13   6.4329E+10   1.4321E+15   2.5732E+11   4.9099E+15 
 3.5122E-01   7.0367E+03   1.4208E+00   4.6387E+13   6.3652E+10   1.4122E+15   2.5461E+11   4.8419E+15 
 3.5460E-01   7.0118E+03   1.4256E+00   4.6387E+13   6.2980E+10   1.3926E+15   2.5192E+11   4.7746E+15 
 3.5798E-01   6.9869E+03   1.4304E+00   4.6387E+13   6.2313E+10   1.3732E+15   2.4925E+11   4.7081E+15 
 3.6135E-01   6.9621E+03   1.4353E+00   4.6387E+13   6.1650E+10   1.3540E+15   2.4660E+11   4.6423E+15 
 3.6473E-01   6.9372E+03   1.4401E+00   4.6387E+13   6.0992E+10   1.3350E+15   2.4397E+11   4.5773E+15 
 3.6811E-01   6.9130E+03   1.4450E+00   4.6387E+13   6.0357E+10   1.3167E+15   2.4143E+11   4.5143E+15 
 3.7148E-01   6.8910E+03   1.4499E+00   4.6387E+13   5.9782E+10   1.2997E+15   2.3913E+11   4.4562E+15 
 3.7486E-01   6.8690E+03   1.4548E+00   4.6387E+13   5.9210E+10   1.2830E+15   2.3684E+11   4.3988E+15 
 3.7824E-01   6.8470E+03   1.4597E+00   4.6387E+13   5.8643E+10   1.2664E+15   2.3457E+11   4.3419E+15 
 3.8162E-01   6.8250E+03   1.4646E+00   4.6387E+13   5.8079E+10   1.2500E+15   2.3232E+11   4.2857E+15 
 3.8499E-01   6.8030E+03   1.4696E+00   4.6387E+13   5.7519E+10   1.2338E+15   2.3008E+11   4.2300E+15 
 3.8837E-01   6.7809E+03   1.4746E+00   4.6387E+13   5.6962E+10   1.2177E+15   2.2785E+11   4.1749E+15 
 3.9175E-01   6.7589E+03   1.4796E+00   4.6387E+13   5.6408E+10   1.2018E+15   2.2563E+11   4.1204E+15 
 3.9512E-01   6.7363E+03   1.4846E+00   4.6387E+13   5.5845E+10   1.1858E+15   2.2338E+11   4.0655E+15 
 3.9850E-01   6.7137E+03   1.4896E+00   4.6387E+13   5.5285E+10   1.1699E+15   2.2114E+11   4.0112E+15 
 4.0188E-01   6.6912E+03   1.4946E+00   4.6387E+13   5.4729E+10   1.1543E+15   2.1892E+11   3.9575E+15 
 4.0526E-01   6.6686E+03   1.4997E+00   4.6387E+13   5.4177E+10   1.1388E+15   2.1671E+11   3.9044E+15 
 4.0863E-01   6.6460E+03   1.5048E+00   4.6387E+13   5.3629E+10   1.1234E+15   2.1452E+11   3.8518E+15 
 4.1201E-01   6.6234E+03   1.5098E+00   4.6387E+13   5.3084E+10   1.1083E+15   2.1234E+11   3.7998E+15 
 4.1539E-01   6.6010E+03   1.5150E+00   4.6387E+13   5.2547E+10   1.0934E+15   2.1019E+11   3.7487E+15 
 4.1876E-01   6.5789E+03   1.5201E+00   4.6387E+13   5.2022E+10   1.0788E+15   2.0809E+11   3.6987E+15 
 4.2214E-01   6.5569E+03   1.5252E+00   4.6387E+13   5.1500E+10   1.0644E+15   2.0600E+11   3.6493E+15 
 4.2552E-01   6.5348E+03   1.5304E+00   4.6387E+13   5.0982E+10   1.0501E+15   2.0393E+11   3.6004E+15 
 4.2890E-01   6.5128E+03   1.5356E+00   4.6387E+13   5.0468E+10   1.0360E+15   2.0187E+11   3.5520E+15 
 4.3227E-01   6.4907E+03   1.5408E+00   4.6387E+13   4.9957E+10   1.0221E+15   1.9983E+11   3.5042E+15 
 4.3565E-01   6.4686E+03   1.5460E+00   4.6387E+13   4.9449E+10   1.0083E+15   1.9780E+11   3.4569E+15 
 4.3903E-01   6.4468E+03   1.5512E+00   4.6387E+13   4.8950E+10   9.9473E+14   1.9580E+11   3.4105E+15 
 4.4240E-01   6.4253E+03   1.5564E+00   4.6387E+13   4.8461E+10   9.8146E+14   1.9384E+11   3.3650E+15 
 4.4578E-01   6.4037E+03   1.5617E+00   4.6387E+13   4.7974E+10   9.6834E+14   1.9190E+11   3.3200E+15 
 4.4916E-01   6.3821E+03   1.5670E+00   4.6387E+13   4.7492E+10   9.5536E+14   1.8997E+11   3.2755E+15 
 4.5254E-01   6.3606E+03   1.5723E+00   4.6387E+13   4.7012E+10   9.4253E+14   1.8805E+11   3.2315E+15 
 4.5591E-01   6.3390E+03   1.5776E+00   4.6387E+13   4.6536E+10   9.2983E+14   1.8614E+11   3.1880E+15 
 4.5929E-01   6.3175E+03   1.5829E+00   4.6387E+13   4.6062E+10   9.1727E+14   1.8425E+11   3.1449E+15 
 4.6267E-01   6.2962E+03   1.5883E+00   4.6387E+13   4.5599E+10   9.0499E+14   1.8240E+11   3.1028E+15 
 4.6604E-01   6.2752E+03   1.5937E+00   4.6387E+13   4.5143E+10   8.9291E+14   1.8057E+11   3.0614E+15 
 4.6942E-01   6.2541E+03   1.5991E+00   4.6387E+13   4.4690E+10   8.8097E+14   1.7876E+11   3.0205E+15 
 4.7280E-01   6.2330E+03   1.6045E+00   4.6387E+13   4.4240E+10   8.6916E+14   1.7696E+11   2.9800E+15 
 4.7618E-01   6.2120E+03   1.6099E+00   4.6387E+13   4.3793E+10   8.5747E+14   1.7517E+11   2.9399E+15 
 4.7955E-01   6.1909E+03   1.6154E+00   4.6387E+13   4.3349E+10   8.4592E+14   1.7340E+11   2.9003E+15 
 4.8293E-01   6.1698E+03   1.6208E+00   4.6387E+13   4.2908E+10   8.3449E+14   1.7163E+11   2.8611E+15 
 4.8631E-01   6.1492E+03   1.6263E+00   4.6387E+13   4.2478E+10   8.2334E+14   1.6991E+11   2.8229E+15 
 4.8968E-01   6.1286E+03   1.6318E+00   4.6387E+13   4.2053E+10   8.1235E+14   1.6821E+11   2.7852E+15 
 4.9306E-01   6.1080E+03   1.6373E+00   4.6387E+13   4.1630E+10   8.0148E+14   1.6652E+11   2.7479E+15 
 4.9644E-01   6.0874E+03   1.6429E+00   4.6387E+13   4.1211E+10   7.9073E+14   1.6484E+11   2.7111E+15 
 4.9982E-01   6.0668E+03   1.6484E+00   4.6387E+13   4.0794E+10   7.8010E+14   1.6318E+11   2.6746E+15 
 5.0319E-01   6.0462E+03   1.6540E+00   4.6387E+13   4.0380E+10   7.6958E+14   1.6152E+11   2.6386E+15 
 5.0657E-01   6.0256E+03   1.6596E+00   4.6387E+13   3.9969E+10   7.5918E+14   1.5988E+11   2.6029E+15 
 5.0995E-01   6.0055E+03   1.6652E+00   4.6387E+13   3.9570E+10   7.4907E+14   1.5828E+11   2.5682E+15 
 5.1332E-01   5.9854E+03   1.6708E+00   4.6387E+13   3.9174E+10   7.3906E+14   1.5670E+11   2.5339E+15 
 5.1670E-01   5.9653E+03   1.6765E+00   4.6387E+13   3.8780E+10   7.2917E+14   1.5512E+11   2.5000E+15 
 5.2008E-01   5.9452E+03   1.6822E+00   4.6387E+13   3.8389E+10   7.1938E+14   1.5356E+11   2.4665E+15 
 5.2346E-01   5.9251E+03   1.6879E+00   4.6387E+13   3.8001E+10   7.0970E+14   1.5200E+11   2.4333E+15 
 5.2683E-01   5.9049E+03   1.6936E+00   4.6387E+13   3.7615E+10   7.0013E+14   1.5046E+11   2.4004E+15 
 5.3021E-01   5.8849E+03   1.6993E+00   4.6387E+13   3.7233E+10   6.9069E+14   1.4893E+11   2.3681E+15 
 5.3359E-01   5.8652E+03   1.7050E+00   4.6387E+13   3.6862E+10   6.8149E+14   1.4745E+11   2.3365E+15 
 5.3696E-01   5.8456E+03   1.7108E+00   4.6387E+13   3.6492E+10   6.7238E+14   1.4597E+11   2.3053E+15 
 5.4034E-01   5.8259E+03   1.7166E+00   4.6387E+13   3.6125E+10   6.6338E+14   1.4450E+11   2.2744E+15 
 5.4372E-01   5.8063E+03   1.7224E+00   4.6387E+13   3.5761E+10   6.5447E+14   1.4304E+11   2.2439E+15 
 5.4710E-01   5.7866E+03   1.7282E+00   4.6387E+13   3.5399E+10   6.4566E+14   1.4159E+11   2.2137E+15 
 5.5047E-01   5.7669E+03   1.7341E+00   4.6387E+13   3.5039E+10   6.3695E+14   1.4016E+11   2.1838E+15 
 5.5385E-01   5.7475E+03   1.7399E+00   4.6387E+13   3.4685E+10   6.2839E+14   1.3874E+11   2.1545E+15 
 5.5723E-01   5.7283E+03   1.7458E+00   4.6387E+13   3.4340E+10   6.2003E+14   1.3736E+11   2.1258E+15 
 5.6060E-01   5.7092E+03   1.7517E+00   4.6387E+13   3.3996E+10   6.1176E+14   1.3599E+11   2.0975E+15 
 5.6398E-01   5.6900E+03   1.7577E+00   4.6387E+13   3.3655E+10   6.0358E+14   1.3462E+11   2.0694E+15 
 5.6736E-01   5.6708E+03   1.7636E+00   4.6387E+13   3.3316E+10   5.9549E+14   1.3327E+11   2.0417E+15 
 5.7074E-01   5.6517E+03   1.7696E+00   4.6387E+13   3.2980E+10   5.8749E+14   1.3192E+11   2.0143E+15 
 5.7411E-01   5.6325E+03   1.7756E+00   4.6387E+13   3.2646E+10   5.7958E+14   1.3058E+11   1.9871E+15 
 5.7749E-01   5.6136E+03   1.7816E+00   4.6387E+13   3.2317E+10   5.7181E+14   1.2927E+11   1.9605E+15 
 5.8087E-01   5.5948E+03   1.7876E+00   4.6387E+13   3.1994E+10   5.6418E+14   1.2797E+11   1.9343E+15 
 5.8424E-01   5.5760E+03   1.7936E+00   4.6387E+13   3.1672E+10   5.5663E+14   1.2669E+11   1.9084E+15 
 5.8762E-01   5.5572E+03   1.7997E+00   4.6387E+13   3.1353E+10   5.4916E+14   1.2541E+11   1.8828E+15 
 5.9100E-01   5.5384E+03   1.8058E+00   4.6387E+13   3.1036E+10   5.4178E+14   1.2414E+11   1.8575E+15 
 5.9438E-01   5.5196E+03   1.8119E+00   4.6387E+13   3.0721E+10   5.3447E+14   1.2289E+11   1.8325E+15 
 5.9775E-01   5.5008E+03   1.8180E+00   4.6387E+13   3.0409E+10   5.2725E+14   1.2163E+11   1.8077E+15 
 6.0113E-01   5.4823E+03   1.8242E+00   4.6387E+13   3.0103E+10   5.2018E+14   1.2041E+11   1.7835E+15 
 6.0451E-01   5.4639E+03   1.8303E+00   4.6387E+13   2.9800E+10   5.1322E+14   1.1920E+11   1.7596E+15 
 6.0788E-01   5.4455E+03   1.8365E+00   4.6387E+13   2.9500E+10   5.0634E+14   1.1800E+11   1.7360E+15 
 6.1126E-01   5.4271E+03   1.8428E+00   4.6387E+13   2.9202E+10   4.9954E+14   1.1681E+11   1.7127E+15 
 6.1464E-01   5.4087E+03   1.8490E+00   4.6387E+13   2.8906E+10   4.9281E+14   1.1563E+11   1.6896E+15 
 6.1802E-01   5.3903E+03   1.8552E+00   4.6387E+13   2.8612E+10   4.8615E+14   1.1445E+11   1.6668E+15 
 6.2139E-01   5.3719E+03   1.8615E+00   4.6387E+13   2.8320E+10   4.7956E+14   1.1328E+11   1.6442E+15 
 6.2477E-01   5.3541E+03   1.8678E+00   4.6387E+13   2.8039E+10   4.7321E+14   1.1216E+11   1.6224E+15 
 6.2815E-01   5.3363E+03   1.8741E+00   4.6387E+13   2.7761E+10   4.6693E+14   1.1104E+11   1.6009E+15 
 6.3152E-01   5.3185E+03   1.8805E+00   4.6387E+13   2.7485E+10   4.6073E+14   1.0994E+11   1.5796E+15 
 6.3490E-01   5.3008E+03   1.8868E+00   4.6387E+13   2.7210E+10   4.5459E+14   1.0884E+11   1.5586E+15 
 6.3828E-01   5.2830E+03   1.8932E+00   4.6387E+13   2.6938E+10   4.4852E+14   1.0775E+11   1.5378E+15 
 6.4166E-01   5.2653E+03   1.8996E+00   4.6387E+13   2.6667E+10   4.4251E+14   1.0667E+11   1.5172E+15 
 6.4503E-01   5.2475E+03   1.9060E+00   4.6387E+13   2.6398E+10   4.3657E+14   1.0559E+11   1.4968E+15 
 6.4841E-01   5.2298E+03   1.9125E+00   4.6387E+13   2.6132E+10   4.3072E+14   1.0453E+11   1.4767E+15 
 6.5179E-01   5.2121E+03   1.9190E+00   4.6387E+13   2.5868E+10   4.2493E+14   1.0347E+11   1.4569E+15 
 6.5516E-01   5.1945E+03   1.9255E+00   4.6387E+13   2.5606E+10   4.1920E+14   1.0242E+11   1.4373E+15 
 6.5854E-01   5.1768E+03   1.9320E+00   4.6387E+13   2.5345E+10   4.1354E+14   1.0138E+11   1.4179E+15 
 6.6192E-01   5.1591E+03   1.9385E+00   4.6387E+13   2.5087E+10   4.0794E+14   1.0035E+11   1.3986E+15 
 6.6530E-01   5.1414E+03   1.9451E+00   4.6387E+13   2.4830E+10   4.0240E+14   9.9319E+10   1.3797E+15 
 6.6867E-01   5.1239E+03   1.9516E+00   4.6387E+13   2.4577E+10   3.9696E+14   9.8307E+10   1.3610E+15 
 6.7205E-01   5.1068E+03   1.9582E+00   4.6387E+13   2.4331E+10   3.9166E+14   9.7325E+10   1.3428E+15 
 6.7543E-01   5.0897E+03   1.9649E+00   4.6387E+13   2.4087E+10   3.8643E+14   9.6349E+10   1.3249E+15 
 6.7880E-01   5.0725E+03   1.9715E+00   4.6387E+13   2.3845E+10   3.8125E+14   9.5379E+10   1.3071E+15 
 6.8218E-01   5.0554E+03   1.9782E+00   4.6387E+13   2.3604E+10   3.7613E+14   9.4416E+10   1.2896E+15 
 6.8556E-01   5.0383E+03   1.9849E+00   4.6387E+13   2.3365E+10   3.7106E+14   9.3460E+10   1.2722E+15 
 6.8894E-01   5.0212E+03   1.9916E+00   4.6387E+13   2.3128E+10   3.6606E+14   9.2510E+10   1.2550E+15 
